FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.1535;1508;5013;Albatros Stuen og 1. sal;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Amager Vest;64407;64407;5,79801E+12;64942212;55072817;;644074077;BCH COS;1028575;1019041367;33663366;;;;Løvstikkevej 67;Løvstikkevej;2300;København S;67;;;Løvstikkevej 67, 2300 København S;126.061.832;556.496.468;6172985.4;726885.74;8817;København;101;;Dyvekeskolen;Amager;;København S;Amager Vest;352;Thingvalla;12;Amager Vest;902588d5-59c9-4a4c-b904-67a97490a383;Handicaptilbud;;JA;No;JA;L1837;U2699;872010;https://kkorg.kk.dk/tree-unit/5ba3c73e76989e12d8005b89;1535;MULTIPOINT ((12.606183231024673 55.64964685504358))
kkorg_enheder_offentlig.1536;510;2270;Specialfritidsinstitutionen ved Kildevældsskolen/Stifinderen;BUF;Område Indre By/Østerbro;Skolefritidsordninger og fritidshjem;Kommunal;Indre By-Østerbro;37635;37635;5,79801E+12;64942212;82601015;Specialfritidsinst. Kildevældsskolen;376350000;;867581;1019284685;33173175;37635@buf.kk.dk;;https://kildevaeld.aula.dk;Bellmansgade 5A;Bellmansgade;2100;København Ø;5A;;;Bellmansgade 5A, 2100 København Ø;125.694.098;557.154.021;6180178.52;724196.45;452;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;99;Bellmans;3;Østerbro;0754cfe9-38b3-4f36-a8cf-4bba933e6a9e;Borgerhenvendelse, Fritidsinstitution, KKFO, Specialinstitution;;JA;No;JA;L3236;U715;889140;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005029;1536;MULTIPOINT ((12.569409848954567 55.71540216766204))
kkorg_enheder_offentlig.1537;603;5320;Fritidsinstitutionen ved Ellebjerg Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Aldersintegrerede institutioner;Kommunal;Valby-Vesterbro-Kgs. Enghave;37834;37834;5,79801E+12;64942212;82601015;Fritidsinstitutionen ved Ellebjerg Skol;5320;;1031783;1020427651;36306238;37834@buf.kk.dk;;https://ellebjergskole.aula.dk;P. Knudsens Gade 35;P. Knudsens Gade;2450;København SV;35;;;P. Knudsens Gade 35, 2450 København SV;125.323.758;556.513.638;6172937.32;722234.52;3816;København;101;;Ellebjerg Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;201;Haydns;6;Kongens Enghave;1122a9b4-76aa-4b15-9b4d-eaf765aeaad6;Fritidsinstitution, KKFO;;NEJ;No;JA;L2564;U184;889150;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc0045d7;1537;MULTIPOINT ((12.532375787788308 55.6513638016794))
kkorg_enheder_offentlig.1538;491;5283;Fritidsinstitutionen ved Damhusengens Skole/Engen;BUF;Område Brønshøj/Vanløse;Skolefritidsordninger og fritidshjem;Kommunal;Brønshøj-Vanløse;37842;37842;5,79801E+12;64942212;82601015;Fritidsinst. ved Damhusengens Skole;5283;;1031674;1003253639;23842179;37842@buf.kk.dk;;https://damhusengensskole.aula.dk;Klitmøllervej 7;Klitmøllervej;2720;Vanløse;7;;;Klitmøllervej 7, 2720 Vanløse;124.801.952;556.864.978;6176678.8;718756.89;3752;København;101;;Damhusengens Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;239;Rubjerg;8;Vanløse;5e854a93-24dd-4d3b-9823-ededf0bd9008;Fritidsinstitution, KKFO;;NEJ;No;JA;L67;U910;889140;https://kkorg.kk.dk/tree-unit/5ba3c72076989e1360003d1b;1538;MULTIPOINT ((12.480195165707249 55.68649778328903))
kkorg_enheder_offentlig.1539;60;1758;Enighedens Børnehus;BUF;Område Nørrebro/Bispebjerg;Vuggestuer;Kommunal;Nørrebro-Bispebjerg;37319;37319;5,79801E+12;64942212;82601015;;373193190;Nørrebro/Bispebjerg Klynge H;817551;1012513492;82563200;37319@buf.kk.dk;;https://enigheden-kk.aula.dk;Bygmestervej 9;Bygmestervej;2400;København NV;9;;;Bygmestervej 9, 2400 København NV;125.356.121;55.705.488;6178967.08;722130.87;984;København;101;;Tagensbo Skole;Bispebjerg;;København NV;Bispebjerg;308;Frederiksborgvejs;10;Bispebjerg;8f492223-0fa2-492d-be2d-a840221cfb6e;Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L3325;U444;889120;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec00319f;1539;MULTIPOINT ((12.535612060352696 55.705488026090755))
kkorg_enheder_offentlig.1540;973;5067;Stab;BUF;Administrativt Ressourcecenter;Generelle offentlige tjenester;Kommunal;Forvaltning - område/kontor;39610;39511;5,79801E+12;64942212;82601015;;396106215;;820022;1017395692;;;;;Gyldenløvesgade 15;Gyldenløvesgade;1600;København V;15;;;Gyldenløvesgade 15, 1600 København V;125.622.114;556.800.483;6176223.43;723946.72;2452;København;101;;Den Classenske Legatskole;City-Østerbro;;København V;Indre by;49;Nyrops;2;Indre By;4b2af0da-3cde-4811-b3de-6443e57f5611;Gårdmænd, Offentlig administration;;JA;No;JA;L460;U779;841100;https://kkorg.kk.dk/tree-unit/5ba3c71e76989e0e080051a9;1540;MULTIPOINT ((12.562211386012605 55.68004828128575))
kkorg_enheder_offentlig.1541;1584;4382;International House;KFF;Center for Borgerservice og Myndighed;Generelle offentlige tjenester;Kommunal;;55010;55010;5,79801E+12;64942212;21318809;;550101502;Myndighed og Internationalisering;1020975;1019128527;33661000;cph@kk.dk;;https://ihcph.kk.dk/;Nyropsgade 1;Nyropsgade;1602;København V;1;;;Nyropsgade 1, 1602 København V;125.619.013;556.801.662;6176235.55;723926.56;5128;København;101;;Den Classenske Legatskole;City-Østerbro;;København V;Indre by;49;Nyrops;2;Indre By;a6b5f463-51fd-4b52-8187-94b7b0686cf1;Borgerhenvendelse;;JA;No;JA;L2202;U1412;841100;https://kkorg.kk.dk/tree-unit/5ba3c72876989e11b80052af;1541;MULTIPOINT ((12.561901295423818 55.68016626913018))
kkorg_enheder_offentlig.1542;1421;459;Specialinstitutionen Amadeus;SOF;Borgercenter Børn og Unge;Døgninstitutioner for børn og unge;Kommunal;Bydækkende;63748;63748;5,79801E+12;64942212;55072817;;637488480;BBU CSP;750810;1025557332;33663366;;;;Glucksvej 2;Glucksvej;2450;København SV;2;;;Glucksvej 2, 2450 København SV;12.534.831;556.475.137;6172517.01;722410.75;2248;København;101;;Ellebjerg Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;197;Sjællandsbroens;6;Kongens Enghave;ea44f141-9807-4c07-a013-ed5ac567d317;Døgninstitution for børn og unge, Tilbud;;JA;No;JA;L2612;U3101;879010;https://kkorg.kk.dk/tree-unit/5ba3c74476989e0efc0036e5;1542;MULTIPOINT ((12.534830965465215 55.647513731094385))
kkorg_enheder_offentlig.1543;1227;2649;Tingbjerg Svømmehal;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52117;52117;5,79801E+12;64942212;21318809;;521175010;KFF Ejendomsd og S;879421;1020440410;;;;https://svoemkbh.kk.dk/tingbjerg-svoemmehal;Skolesiden 2;Skolesiden;2700;Brønshøj;2;;;Skolesiden 2, 2700 Brønshøj;124.844.668;557.190.873;6180316.79;718842.95;6494;København;101;;Tingbjerg Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;267;Gavlhus;9;Brønshøj-Husum ;807e2385-1daf-48ac-987a-66e70c3f9d4b;Svømmehal;;JA;No;JA;L3221;U1367;931100;https://kkorg.kk.dk/tree-unit/5ba3c72776989e11b80051a1;1543;MULTIPOINT ((12.48446680709529 55.71908731386685))
kkorg_enheder_offentlig.1544;1001;25;Ydelsesservice København;BIF;Ydelsesservice København;Generelle offentlige tjenester;Kommunal;BIF-hierarki niveau 2;81000;81000;5,79801E+12;64942212;17363778;;81001;YDS;821832;1015014624;82564000;ydelse@bif.kk.dk;;;Krumtappen 4;Krumtappen;2500;Valby;4;;;Krumtappen 4, 2500 Valby;125.175.994;556.593.053;6173773.28;721260.48;4002;København;101;;Harrestrup Å Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;209;Ellebjerg;7;Valby;05f18fbe-f863-4f67-878b-40ced86f2d59;Offentlig administration;;JA;No;JA;L3910;U1720;841100;https://kkorg.kk.dk/tree-unit/5ba3c72d76989e0db00008b7;1544;MULTIPOINT ((12.517599354000586 55.65930536134976))
kkorg_enheder_offentlig.1545;30;2215;Rosenborg Frihavns Børnehave;BUF;Område Indre By/Østerbro;Børnehaver;Selvejende;Indre By-Østerbro;35575;35575;;10382513;10382513;;355759999;Indre By/Østerbro Netværk 5;1025751;1024527723;42913513;35575@buf.kk.dk;;https://rosenborgfrihavn-kk.aula.dk/;Æbeløgade 25;Æbeløgade;2100;København Ø;25;;;Æbeløgade 25, 2100 København Ø;125.608.635;557.120.657;6179779.84;723678.98;8500;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;95;Livøgades;3;Østerbro;292fe7c4-0d55-4056-87ce-cfcbf48f150a;Borgerhenvendelse, Børnehave, Daginstitution;;NEJ;No;JA;L4132;U651;889130;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004ea9;1545;MULTIPOINT ((12.560863484599604 55.71206570926235))
kkorg_enheder_offentlig.1546;1204;5244;Fritidscenter Østerbro Nord;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Indre By-Østerbro;37911;37911;5,79801E+12;64942212;82601015;;5244;Fritidsklynge Indre By/Østerbro;1031611;1011503760;39160101;37911@buf.kk.dk;;https://fc-OesterbroNord-kk.aula.dk;Carl Nielsens Allé 19;Carl Nielsens Allé;2100;København Ø;19;;;Carl Nielsens Allé 19, 2100 København Ø;125.814.339;557.129.741;6179947.46;724965.29;1076;København;101;;Strandvejsskolen;City-Østerbro;;København Ø;Østerbro;87;Zions;3;Østerbro;5de92840-3014-4da7-98e0-dc46afcde7b5;Fritidscenter, Fritidsklub;;NEJ;No;JA;L2680;U724;889160;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e0800505f;1546;MULTIPOINT ((12.581433870766833 55.712974094042664))
kkorg_enheder_offentlig.1547;847;5246;Fritidsinstitutionen ved Lergravsparkens Skole/Tidsmaskinen;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;37804;37804;5,79801E+12;64942212;82601015;Fritidsinst. ved Lergravparkens Skole;5246;;1031612;1003253901;32840681;37804@buf.kk.dk;;https://lps.aula.dk;Wittenberggade 8;Wittenberggade;2300;København S;8;;;Wittenberggade 8, 2300 København S;126.143.455;556.616.889;6174351.34;727329.18;8404;København;101;;Lergravsparkens Skole;Amager;;København S;Amager Øst;372;Sundparkens;11;Amager Øst;c75fd2da-0793-4e60-9a53-97a4e92074e9;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L1564;U44;889140;https://kkorg.kk.dk/tree-unit/5ba3c71176989e127c00239a;1547;MULTIPOINT ((12.614345450952644 55.66168890749666))
kkorg_enheder_offentlig.1548;488;5286;Fritidsinstitutionen ved Blågård Skole;BUF;Område Nørrebro/Bispebjerg;Skolefritidsordninger og fritidshjem;Kommunal;Nørrebro-Bispebjerg;37820;37820;5,79801E+12;64942212;82601015;;5286;;1031682;1024306948;35354059;37820@buf.kk.dk;;https://blg.aula.dk;Kapelvej 32;Kapelvej;2200;København N;32;;;Kapelvej 32, 2200 København N;125.523.006;556.881.583;6177093.4;723277.7;3564;København;101;;Blågård Skole;Nørrebro;;København N;Nørrebro;130;Helligkors;4;Nørrebro;33631067-6aa4-4efc-9920-c9bf885dbeb8;Fritidsinstitution, KKFO;;NEJ;No;JA;L2059;U397;889140;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec003085;1548;MULTIPOINT ((12.552300585721385 55.6881583098266))
kkorg_enheder_offentlig.1549;540;1709;Fritidsinstitutionen ved Skolen på Islands Brygge/Skibet;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;37642;37642;5,79801E+12;64942212;82601015;FI ved Skolen på Islands Brygge;376422790;;839283;1013747438;33664227;kkfoskibet@buf.kk.dk;;http://sib.aula.dk;Artillerivej 57;Artillerivej;2300;København S;57;;;Artillerivej 57, 2300 København S;125.833.259;556.629.168;6174386.62;725372.03;232;København;101;;Skolen på Islands Brygge;Amager;;København S;Amager Vest;337;Eksercerpladsen;12;Amager Vest;65439033-a38c-4c02-9fe9-da336496f352;Borgerhenvendelse, Fritidsinstitution, KKFO;;JA;No;JA;L1523;U50;889140;https://kkorg.kk.dk/tree-unit/5ba3c71176989e11dc0042b3;1549;MULTIPOINT ((12.5833258700309 55.6629167999962))
kkorg_enheder_offentlig.1550;1676;3222;Brønshøjvejs Regulering;BUF;Fagligt Center;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Brønshøj-Vanløse;38910;38910;5,79801E+12;64942212;82601015;;389107148;Børne- og Ungdomstandplejen;1024008;1020427104;35302160;;;https://www.tandplejen.kk.dk/;Brønshøjvej 17;Brønshøjvej;2700;Brønshøj;17;;;Brønshøjvej 17, 2700 Brønshøj;124.980.259;557.018.652;6178444.33;719790.88;944;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;277;Tuxens;9;Brønshøj-Husum ;075ed497-ec5a-4541-a4f5-82c16b6b9809;Borgerhenvendelse, Tandpleje, Tandreguleringsklinik;;JA;No;JA;L695;U526;841200;https://kkorg.kk.dk/tree-unit/5ba3c71976989e06380003db;1550;MULTIPOINT ((12.498025892337388 55.701865277248395))
kkorg_enheder_offentlig.1551;577;5094;Kultur og Fritid Bispebjerg;KFF;Center for Kultur- og Fritidsaktiviteter;Biblioteker;Kommunal;;53102;53102;5,79801E+12;64942212;21318809;;531020012;Bispebjerg NV;1029699;1016893273;;;;;Rentemestervej 76;Rentemestervej;2400;København NV;76;;;Rentemestervej 76, 2400 København NV;125.229.162;55.708.412;6179251.65;721317.06;5804;København;101;;Utterslev Skole;Bispebjerg;;København NV;Bispebjerg;304;Utterslevgårds;10;Bispebjerg;8491b402-99ac-4b5d-a484-b380a348829c;;;JA;No;JA;L905;U1168;910110;https://kkorg.kk.dk/tree-unit/5ba3c72476989e0de40029e7;1551;MULTIPOINT ((12.522916217303862 55.708412031595216))
kkorg_enheder_offentlig.1552;1270;6042;Fritidsinstitutionen ved Nordøstamager Skole;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;99999;31178;5,79801E+12;64942212;82601015;FI ved Nordøstamager Skole;6042;;1048379;1028209696;21850481;77007@kk.dk;;https://nordoestamager.aula.dk;Siljangade 5;Siljangade;2300;København S;5;;;Siljangade 5, 2300 København S;126.135.014;556.689.743;6175158.79;727233.87;6380;København;101;;Skolen på Amagerbro;Amager;;København S;Amager Øst;325;Uplands;11;Amager Øst;4eba8aea-2012-4db4-9751-216b4a870993;Fritidsinstitution, KKFO;;JA;No;JA;L5238;U123;889140;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc004469;1552;MULTIPOINT ((12.613501493293601 55.66897434544549))
kkorg_enheder_offentlig.1553;1218;5206;Fritidscenter Amager Midt;BUF;Fagligt Center;Fritids- og ungdomsklubber;Kommunal;Amager;37901;37901;5,79801E+12;64942212;82601015;;5206;Fritidsklynge Amager;1031541;1027631033;32593599;37901@buf.kk.dk;;https://fc-amagermidt-kk.aula.dk/;Brydes Allé 40;Brydes Allé;2300;København S;40;;;Brydes Allé 40, 2300 København S;125.967.324;556.581.395;6173899;726242.4;892;København;101;;Amager Fælled Skole;Amager;;København S;Amager Vest;339;Sundholms;12;Amager Vest;6d24bbb0-2e4b-4c35-8225-787f092306d1;Borgerhenvendelse, Fritidscenter, Fritidsklub, Ungdomsklub;;JA;No;JA;L2918;U22;889160;https://kkorg.kk.dk/tree-unit/5ba3c71176989e127c002316;1553;MULTIPOINT ((12.596732375315732 55.65813955087855))
kkorg_enheder_offentlig.1554;348;5072;KraftWerket;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af teater- og koncertsale, kulturhuse mv.;Kommunal;;51306;51306;5,79801E+12;64942212;21318809;;513060003;KFF DIT:KBH;1029693;1009683565;;underwerket@kk.dk;;;Valgårdsvej 2;Valgårdsvej;2500;Valby;2;;;Valgårdsvej 2, 2500 Valby;125.185.517;556.614.354;6174013.21;721308.33;7932;København;101;;Harrestrup Å Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;209;Ellebjerg;7;Valby;93e60e23-d124-4461-b0ad-46fc7a1df5ac;;;NEJ;No;JA;L5145;U1349;900400;https://kkorg.kk.dk/tree-unit/5ba3c72776989e11b8005135;1554;MULTIPOINT ((12.518551716930665 55.66143538833229))
kkorg_enheder_offentlig.1555;1354;3652;Nørrebro Vænge - 2. sal;SOF;Borgercenter Handicap;Døgninstitutioner for personer med fysisk handicap;Kommunal;Nørrebro;64436;64436;5,79801E+12;64942212;55072817;Nørrebro Vænge - 2. sal;644364365;BCH CAS;889328;1016753900;33663366;;;;Nørrebro Vænge 16;Nørrebro Vænge;2200;København N;16;;;Nørrebro Vænge 16, 2200 København N;125.407.034;556.941.866;6177726.54;722514.84;5196;København;101;;Nørrebro Park Skole;Nørrebro;;København N;Nørrebro;146;Nørrebroparkens;4;Nørrebro;9aef72db-eb16-453d-97c0-ab86ba44fa2e;Handicaptilbud;;JA;No;JA;L681;U2839;873010;https://kkorg.kk.dk/tree-unit/5ba3c74076989e12d8005ed1;1555;MULTIPOINT ((12.540703416589515 55.69418666543752))
kkorg_enheder_offentlig.1556;340;4974;Team Støtte- og Kompetencepædagoger - Amager;BUF;Område Amager;Generelle offentlige tjenester;Kommunal;Amager;38100;38100;5,79801E+12;64942212;82601015;Team Støtte- og Kompetencepæd - Amager;381006119;;1027899;1016152524;;;;;Lyongade 25;Lyongade;2300;København S;25;;;Lyongade 25, 2300 København S;126.102.492;556.617.138;6174340.69;727071.52;4492;København;101;;Lergravsparkens Skole;Amager;;København S;Amager Øst;362;Moldaus;11;Amager Øst;bbef98a4-1648-4321-aa76-ed5e89055c1f;Områdekontor, Støttepædagoger;;JA;No;JA;L516;U73;841100;https://kkorg.kk.dk/tree-unit/5ba3c71276989e11dc00433d;1556;MULTIPOINT ((12.610249192609098 55.66171384916232))
kkorg_enheder_offentlig.1557;57;206;Christianshavns Bibliotek;KFF;Center for Kultur- og Fritidsaktiviteter;Biblioteker;Kommunal;;53202;53202;5,79801E+12;64942212;21318809;;532023410;KFF K og I Christ/VA;854022;1018525204;;;https://www.facebook.com/christianshavnsbib/;https://bibliotek.kk.dk/bibliotek/christianshavn;Dronningensgade 53;Dronningensgade;1420;København K;53;1;;Dronningensgade 53, 1420 København K;125.921.209;556.723.212;6175461.13;725870.71;1352;København;101;;Christianshavns Skole;City-Østerbro;;København K;Indre by;42;Vor Frelsers;1;Christianshavn;25a08214-77ec-4664-b121-23446c274169;Bibliotek;;JA;No;JA;L934;U1262;910110;https://kkorg.kk.dk/tree-unit/5ba3c72676989e11b8004f2b;1557;MULTIPOINT ((12.592120919636764 55.67232124024879))
kkorg_enheder_offentlig.1558;679;1089;Skjulhøjgård;SUF;Sundhed og Ældre - Kbh Syd;Plejehjem;Selvejende;Syd;22154;22154;5,79801E+12;27755836;27755836;;221540001;Syd 2;751576;1010589734;33668600;sufkpskjulhojgard@kk.dk;;https://www.boligertilaeldre.kk.dk/skjulhoejgaard;Ålekistevej 226;Ålekistevej;2720;Vanløse;226;;;Ålekistevej 226, 2720 Vanløse;124.796.943;556.960.751;6177742.38;718671.92;8672;København;101;;Kirkebjerg Skole;Brønshøj-Husum-Vanløse;;Vanløse;Vanløse;250;Skjulhøj;8;Vanløse;9dced92b-03f4-44a8-a709-14dfae9a4f9f;Plejebolig;;JA;No;JA;L228;U2130;871010;https://kkorg.kk.dk/tree-unit/5ba3c73476989e105c0049f3;1558;MULTIPOINT ((12.479694291992535 55.69607512374045))
kkorg_enheder_offentlig.1559;196;1875;Jordkloden;BUF;Område Nørrebro/Bispebjerg;Børnehaver;Selvejende;Nørrebro-Bispebjerg;35471;35471;5,79801E+12;61101918;61101918;;354719999;Nørrebro/Bispebjerg Netværk 1;1025641;1002978753;22547811;35471@buf.kk.dk;;https://jordkloden-kk.aula.dk;Tibirkegade 19;Tibirkegade;2200;København N;19;st;tv;Tibirkegade 19, 2200 København N;12.554.362;556.963.977;6178016.38;723360.19;7440;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;117;Guldbergs;4;Nørrebro;6849b1ba-8877-459a-bc5f-dfda325a72bb;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L2399;U457;889130;https://kkorg.kk.dk/tree-unit/5ba3c71876989e063800023d;1559;MULTIPOINT ((12.554361962414378 55.69639775108112))
kkorg_enheder_offentlig.1560;165;3263;Kirkegårde og Krematorier;TMF;Parker, Kirkegårde og Renhold;Bedemænd og begravelsesvæsen;Kommunal;;40140;49700;5,79801E+12;64942212;16540609;;401400710;Parker, Kirkegårde og Renhold;1017599;1003256481;33669100;;https://www.facebook.com/VestreKirkegaard/;https://www.kk.dk/artikel/vestre-kirkeg%C3%A5rd-mellem-sydhavnen-valby-og-vesterbro;Vestre Kirkegårds Allé 15;Vestre Kirkegårds Allé;2450;København SV;15;;;Vestre Kirkegårds Allé 15, 2450 København SV;125.315.607;556.613.305;6174043.15;722126.78;8264;København;101;;Bavnehøj Skole;Valby-Vesterbro-Kgs. Enghave;;København SV;Vesterbro-Kongens Enghave;206;Ernst Kapers;6;Kongens Enghave;11b9cc19-c089-4c0b-88f0-433c07c5a963;Kirkegård uden kirke, Kirkegård med kapel;;NEJ;No;JA;L591;U1114;960300;https://kkorg.kk.dk/tree-unit/5ba3c72376989e0de40028a3;1560;MULTIPOINT ((12.531560685045182 55.661330538230985))
kkorg_enheder_offentlig.1561;757;6328;Administrativt Fællesskab - Indre By/Østerbro;BUF;Administrativt Ressourcecenter;Generelle offentlige tjenester;Kommunal;Forvaltning - område/kontor;;;5,79801E+12;64942212;82601015;Administrativt Fællesskab - IBØ;6328;;1055178;1016304715;;;;;Kristianiagade 9;Kristianiagade;2100;København Ø;9;;;Kristianiagade 9, 2100 København Ø;125.872.994;556.948.823;6177954.5;725437.76;3960;København;101;;Langelinieskolen;City-Østerbro;;København Ø;Indre by;64;Mandals;2;Indre By;1c0f68fc-1cef-4001-8e2d-bac29a56c668;Centerkontor, Offentlig administration;;JA;No;JA;L4611;U3758;841100;https://kkorg.kk.dk/tree-unit/5dea57d64c6c00007000644c;1561;MULTIPOINT ((12.58729939160575 55.69488238035047))
kkorg_enheder_offentlig.1562;122;1919;Krible-Krable;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Kommunal;Nørrebro-Bispebjerg;37542;37542;5,79801E+12;64942212;82601015;;375425420;Nørrebro/Bispebjerg Klynge F;750510;1003250677;82567940;37542@buf.kk.dk;;https://krible-krable-kk.aula.dk;Sigynsgade 81;Sigynsgade;2200;København N;81;;;Sigynsgade 81, 2200 København N;125.502.401;557.062.047;6179093.77;723045.39;6378;København;101;;Nørre Fælled Skole;Nørrebro;;København N;Nørrebro;164;Lersøens;4;Nørrebro;2832e40d-0f16-4569-a6fc-0cce6aefe456;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Skovbus, Vuggestue;;JA;No;JA;L1403;U333;889150;https://kkorg.kk.dk/tree-unit/5ba3c71676989e13ec002f05;1562;MULTIPOINT ((12.550240145317117 55.70620468441107))
kkorg_enheder_offentlig.1563;1251;1740;Børnehuset Universet;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Selvejende;Nørrebro-Bispebjerg;35534;35534;5,79801E+12;20468114;20468114;;355349999;Nørrebro/Bispebjerg Netværk 3;1025626;1026853067;71908502;35534@buf.kk.dk;;http://børnehusetuniverset.dk;Rørsangervej 78;Rørsangervej;2400;København NV;78;;;Rørsangervej 78, 2400 København NV;125.247.095;557.016.083;6178500.71;721468.17;6144;København;101;;Grøndalsvængets Skole;Bispebjerg;;København NV;Bispebjerg;289;Stærevejs;10;Bispebjerg;a1bdc1a2-cd10-4a15-b01b-f8b00099cc78;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;NEJ;No;JA;L4115;U411;889150;https://kkorg.kk.dk/tree-unit/5ba3c71776989e13ec0030d9;1563;MULTIPOINT ((12.524709491115878 55.70160837234383))
